CITY,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,YEAR BUILT,PRICE/SQFT
San Francisco,999990.0,3.0,2.0,San Francisco,1975.0,1921.0,506.0
San Francisco,560000.0,2.0,1.0,SAN FRANCISCO,750.0,1927.0,747.0
San Francisco,2080000.0,4.0,2.0,San Francisco,2020.0,1907.0,1030.0
San Francisco,1250200.0,2.0,1.0,San Francisco,1388.0,1940.0,901.0
San Francisco,1870000.0,3.0,3.0,San Francisco,1670.0,1925.0,1120.0
San Francisco,2850000.0,4.0,4.0,San Francisco,3213.0,1933.0,887.0
San Francisco,1500000.0,1.0,2.0,San Francisco,1040.0,1932.0,1442.0
San Francisco,1268000.0,2.0,1.0,San Francisco,1025.0,1940.0,1237.0
San Francisco,3100000.0,5.0,2.0,San Francisco,2673.0,1908.0,1160.0
San Francisco,810000.0,1.0,1.0,San Francisco,665.0,1916.0,1218.0
San Francisco,1143000.0,3.0,2.0,San Francisco,1650.0,1904.0,693.0
San Francisco,1270000.0,2.0,1.0,San Francisco,1685.0,1940.0,754.0
San Francisco,820000.0,2.0,2.0,San Francisco,1533.0,1947.0,535.0
San Francisco,725000.0,2.0,1.0,San Francisco,1221.0,1909.0,594.0
San Francisco,690000.0,2.0,2.0,San Francisco,967.0,2004.0,714.0
San Francisco,789000.0,2.0,1.0,San Francisco,1023.0,1900.0,771.0
San Francisco,1200000.0,3.0,2.0,San Francisco,2021.0,1946.0,594.0
San Francisco,995000.0,2.0,1.0,San Francisco,1190.0,1923.0,836.0
San Francisco,400000.0,1.0,1.0,Soma,635.0,2015.0,630.0
San Francisco,1300000.0,4.0,2.0,San Francisco,1834.0,1941.0,709.0
San Francisco,2375000.0,3.0,3.0,SAN FRANCISCO,2260.0,1925.0,1051.0
San Francisco,1800000.0,2.0,1.0,San Francisco,1575.0,1940.0,1143.0
San Francisco,1239000.0,2.0,2.0,San Francisco,1027.0,2009.0,1206.0
San Francisco,1550000.0,3.0,2.0,Mission,1874.0,1900.0,827.0
San Francisco,2990000.0,3.0,3.0,San Francisco,2165.0,1916.0,1381.0
San Francisco,1050000.0,4.0,2.0,Ingelside,1180.0,1956.0,890.0
San Francisco,1330000.0,3.0,2.0,Portola District,1930.0,1974.0,689.0
San Francisco,983888.0,3.0,2.0,San Francisco,1640.0,1956.0,600.0
San Francisco,2700000.0,4.0,3.0,San Francisco,3195.0,1929.0,845.0
San Francisco,2605000.0,3.0,2.0,San Francisco,1833.0,1898.0,1421.0
San Francisco,775000.0,2.0,2.0,San Francisco,1313.0,1950.0,590.0
San Francisco,1525000.0,2.0,2.0,SAN FRANCISCO,1344.0,1937.0,1135.0
San Francisco,1785000.0,6.0,5.0,San Francisco,3462.0,1924.0,516.0
San Francisco,570000.0,1.0,1.0,San Francisco,669.0,2002.0,852.0
San Francisco,720000.0,2.0,1.0,Inner Mission,874.0,1916.0,824.0
San Francisco,1450000.0,2.0,2.0,San Francisco,1385.0,1991.0,1047.0
San Francisco,660000.0,2.0,1.0,San Francisco,1496.0,1906.0,441.0
San Francisco,1180000.0,4.0,2.0,SAN FRANCISCO,1812.0,1944.0,651.0
San Francisco,1415000.0,3.0,2.0,SAN FRANCISCO,1200.0,1908.0,1179.0
San Francisco,900000.0,3.0,2.0,San Francisco,1216.0,1900.0,740.0
San Francisco,1338000.0,2.0,1.0,San Francisco,1325.0,1925.0,1010.0
San Francisco,769000.0,1.0,1.0,San Francisco,1164.0,2002.0,661.0
San Francisco,1749000.0,4.0,2.0,San Francisco,2278.0,1912.0,768.0
San Francisco,1235000.0,2.0,2.0,San Francisco,1167.0,2000.0,1058.0
San Francisco,900000.0,2.0,2.0,San Francisco,1090.0,2010.0,826.0
San Francisco,1035000.0,2.0,1.0,San Francisco,910.0,1907.0,1137.0
San Francisco,680000.0,1.0,1.0,San Francisco,755.0,1910.0,901.0
San Francisco,960000.0,2.0,2.0,San Francisco,1231.0,1946.0,780.0
San Francisco,855000.0,2.0,1.0,San Francisco,743.0,2016.0,1151.0
San Francisco,1300000.0,2.0,2.0,San Francisco,1330.0,2022.0,977.0
San Francisco,660000.0,1.0,1.0,SAN FRANCISCO,696.0,1910.0,948.0
San Francisco,1351000.0,3.0,1.0,San Francisco,2010.0,1961.0,672.0
San Francisco,1298000.0,2.0,2.0,San Francisco,1515.0,1931.0,857.0
San Francisco,1280000.0,2.0,2.0,San Francisco,1176.0,2009.0,1088.0
San Francisco,1700000.0,3.0,3.0,San Francisco,1904.0,1939.0,893.0
San Francisco,707000.0,1.0,2.0,San Francisco,1071.0,1999.0,660.0
San Francisco,1170000.0,4.0,5.0,SAN FRANCISCO,1386.0,1941.0,844.0
San Francisco,996000.0,3.0,2.0,San Francisco,1345.0,1941.0,741.0
San Francisco,1730000.0,4.0,2.0,San Francisco,2075.0,1933.0,834.0
San Francisco,695000.0,1.0,1.0,San Francisco,834.0,1984.0,833.0
San Francisco,900000.0,2.0,1.0,SAN FRANCISCO,1326.0,1900.0,679.0
San Francisco,2100000.0,5.0,3.0,San Francisco,2423.0,1920.0,867.0
San Francisco,1750000.0,3.0,2.0,San Francisco,1599.0,1982.0,1094.0
San Francisco,1600000.0,3.0,2.0,San Francisco,1909.0,1890.0,838.0
San Francisco,1065000.0,2.0,2.0,SAN FRANCISCO,928.0,2007.0,1148.0
San Francisco,4000000.0,3.0,3.0,San Francisco,2000.0,2022.0,2000.0
San Francisco,975000.0,2.0,1.0,SAN FRANCISCO,1372.0,1900.0,711.0
San Francisco,1113000.0,3.0,2.0,San Francisco,1304.0,1907.0,854.0
San Francisco,1895000.0,4.0,2.0,San Francisco,2360.0,1924.0,803.0
San Francisco,915000.0,3.0,2.0,San Francisco,991.0,1970.0,923.0
San Francisco,600000.0,1.0,1.0,San Francisco,783.0,1920.0,766.0
San Francisco,1040000.0,4.0,2.0,San Francisco,1175.0,1930.0,885.0
San Francisco,4999000.0,4.0,4.0,San Francisco,4355.0,1936.0,1148.0
San Francisco,2188000.0,4.0,4.0,San Francisco,2003.0,1924.0,1092.0
San Francisco,375000.0,0.0,1.0,San Francisco,282.0,2008.0,1330.0
San Francisco,2000000.0,3.0,2.0,Noe Valley,1114.0,1944.0,1795.0
San Francisco,1890000.0,7.0,5.0,San Francisco,2725.0,1906.0,694.0
San Francisco,918000.0,3.0,2.0,SAN FRANCISCO,2260.0,1946.0,406.0
San Francisco,2100000.0,4.0,3.0,San Francisco,1836.0,1912.0,1144.0
San Francisco,1660000.0,3.0,2.0,San Francisco,2020.0,1954.0,822.0
San Francisco,4250000.0,3.0,3.0,San Francisco,3406.0,1925.0,1248.0
San Francisco,2535000.0,3.0,2.0,San Francisco,1923.0,1918.0,1318.0
San Francisco,1625000.0,2.0,2.0,San Francisco,1272.0,1906.0,1278.0
San Francisco,500000.0,1.0,1.0,San Francisco,464.0,1900.0,1078.0
San Francisco,1955000.0,12.0,2.0,San Francisco,5650.0,1903.0,346.0
San Francisco,950000.0,2.0,2.0,San Francisco,1095.0,2015.0,868.0
San Francisco,860000.0,0.0,1.0,SAN FRANCISCO,805.0,1908.0,1068.0
San Francisco,785000.0,2.0,1.0,San Francisco,1075.0,1904.0,730.0
San Francisco,1550000.0,3.0,2.0,San Francisco,1700.0,1923.0,912.0
San Francisco,815000.0,3.0,2.0,San Francisco,1070.0,2009.0,762.0
San Francisco,8400000.0,4.0,4.0,San Francisco,2920.0,1927.0,2877.0
San Francisco,3325000.0,4.0,3.0,San Francisco,3215.0,2013.0,1034.0
San Francisco,908000.0,14.0,4.0,SAN FRANCISCO,2890.0,1900.0,314.0
San Francisco,710000.0,1.0,1.0,San Francisco,756.0,1964.0,939.0
San Francisco,947500.0,2.0,1.0,San Francisco,1003.0,1910.0,945.0
San Francisco,1088000.0,2.0,2.0,San Francisco,1172.0,1975.0,928.0
San Francisco,950000.0,4.0,3.0,San Francisco,1669.0,1907.0,569.0
San Francisco,3930000.0,3.0,3.0,San Francisco,4057.0,1970.0,969.0
San Francisco,1925000.0,3.0,2.0,San Francisco,1730.0,1937.0,1113.0
San Francisco,620000.0,1.0,1.0,San Francisco,795.0,2002.0,780.0
San Francisco,735000.0,2.0,1.0,San Francisco,1000.0,1906.0,735.0
San Francisco,707500.0,1.0,1.0,San Francisco,916.0,2004.0,772.0
San Francisco,935000.0,2.0,2.0,San Francisco,1121.0,2002.0,834.0
San Francisco,3250000.0,5.0,3.0,San Francisco,2573.0,1957.0,1263.0
San Francisco,739000.0,1.0,1.0,San Francisco,650.0,1924.0,1137.0
San Francisco,1105000.0,3.0,2.0,San Francisco,1746.0,1922.0,633.0
San Francisco,1490000.0,3.0,2.0,San Francisco,1414.0,1948.0,1054.0
San Francisco,914000.0,2.0,2.0,San Francisco,1461.0,1982.0,626.0
San Francisco,1315000.0,2.0,2.0,San Francisco,1270.0,2006.0,1035.0
San Francisco,2250000.0,2.0,2.0,San Francisco,1681.0,1964.0,1338.0
San Francisco,1335000.0,3.0,2.0,San Francisco,1996.0,1940.0,669.0
San Francisco,980000.0,2.0,2.0,San Francisco,1126.0,2004.0,870.0
San Francisco,1083000.0,4.0,2.0,Silver Terrace,1500.0,1942.0,722.0
San Francisco,1395000.0,2.0,2.0,San Francisco,1465.0,1996.0,952.0
San Francisco,2095000.0,4.0,3.0,San Francisco,5760.0,1904.0,364.0
San Francisco,1325000.0,3.0,2.0,San Francisco,1653.0,1913.0,802.0
San Francisco,1150000.0,3.0,2.0,San Francisco,1335.0,1900.0,861.0
San Francisco,850000.0,2.0,1.0,SAN FRANCISCO,950.0,1991.0,895.0
San Francisco,825000.0,2.0,1.0,San Francisco,1014.0,1900.0,814.0
San Francisco,1482000.0,2.0,2.0,SAN FRANCISCO,1267.0,2018.0,1170.0
San Francisco,1050000.0,2.0,2.0,San Francisco,1517.0,2009.0,692.0
San Francisco,975000.0,1.0,1.0,San Francisco,764.0,1963.0,1276.0
San Francisco,899000.0,1.0,2.0,San Francisco,1059.0,2004.0,849.0
San Francisco,1490000.0,3.0,1.0,San Francisco,1716.0,1937.0,868.0
San Francisco,1370000.0,3.0,2.0,San Francisco,1487.0,1949.0,921.0
San Francisco,1300000.0,2.0,2.0,San Francisco,1668.0,1900.0,779.0
San Francisco,660000.0,1.0,1.0,San Francisco,727.0,1994.0,908.0
San Francisco,1110000.0,5.0,2.0,San Francisco,2428.0,1938.0,457.0
San Francisco,1212500.0,2.0,2.0,San Francisco,1691.0,1920.0,717.0
San Francisco,1550000.0,5.0,5.0,San Francisco,4140.0,1941.0,374.0
San Jose,1350000.0,3.0,2.0,SAN JOSE,1992.0,2017.0,678.0
San Jose,1178000.0,3.0,2.0,San Jose,1495.0,1965.0,788.0
San Jose,493000.0,1.0,1.0,SAN JOSE,677.0,1988.0,728.0
San Jose,850000.0,2.0,1.0,SAN JOSE,1150.0,1977.0,739.0
San Jose,858888.0,3.0,1.0,SAN JOSE,1342.0,1952.0,640.0
San Jose,570000.0,2.0,2.0,SAN JOSE,996.0,2005.0,572.0
Campbell,840000.0,2.0,1.0,CAMPBELL,970.0,1973.0,866.0
San Jose,2099000.0,4.0,3.0,SAN JOSE,2400.0,1997.0,875.0
San Jose,1985000.0,4.0,3.0,SAN JOSE,1830.0,1959.0,1085.0
San Jose,980000.0,4.0,2.0,SAN JOSE,1274.0,1901.0,769.0
San Jose,1450000.0,3.0,2.0,SAN JOSE,1949.0,2000.0,744.0
San Jose,1401000.0,5.0,3.0,SAN JOSE,2074.0,1968.0,676.0
San Jose,842500.0,3.0,3.0,SAN JOSE,1531.0,2017.0,550.0
San Jose,1120000.0,3.0,2.0,SAN JOSE,1224.0,1951.0,915.0
San Jose,1520000.0,4.0,2.0,SAN JOSE,2155.0,2001.0,705.0
San Jose,450000.0,2.0,1.0,SAN JOSE,798.0,1970.0,564.0
San Jose,1075000.0,3.0,1.0,SAN JOSE,1032.0,1946.0,1042.0
San Jose,1200000.0,5.0,2.0,SAN JOSE,2162.0,1957.0,555.0
San Jose,1208000.0,2.0,1.0,SAN JOSE,1178.0,1924.0,1025.0
San Jose,3300000.0,5.0,4.0,SAN JOSE,3389.0,2023.0,974.0
San Jose,948000.0,3.0,3.0,SAN JOSE,1409.0,2013.0,673.0
San Jose,1680000.0,4.0,2.0,SAN JOSE,2201.0,1960.0,763.0
San Jose,1000000.0,5.0,2.0,SAN JOSE,1910.0,1962.0,524.0
San Jose,778000.0,3.0,2.0,San Jose,1395.0,1981.0,558.0
San Jose,600000.0,2.0,2.0,SAN JOSE,975.0,1981.0,615.0
Los Gatos,2775000.0,5.0,3.0,LOS GATOS,2606.0,1978.0,1065.0
San Jose,1360000.0,3.0,2.0,SAN JOSE,1176.0,1964.0,1156.0
San Jose,725000.0,4.0,1.0,SAN JOSE,1500.0,1908.0,483.0
San Jose,1200000.0,3.0,2.0,SAN JOSE,1415.0,1953.0,848.0
San Jose,1025000.0,3.0,2.0,SAN JOSE,1057.0,1939.0,970.0
San Jose,1100000.0,2.0,2.0,SAN JOSE,1790.0,1980.0,615.0
San Jose,1044000.0,4.0,2.0,SAN JOSE,1757.0,1975.0,594.0
San Jose,1145000.0,3.0,2.0,SAN JOSE,1241.0,2022.0,923.0
San Jose,1670000.0,5.0,3.0,SAN JOSE,2727.0,1968.0,612.0
San Jose,540000.0,2.0,2.0,SAN JOSE,1223.0,1970.0,442.0
San Jose,1900000.0,4.0,2.0,SAN JOSE,1974.0,1971.0,963.0
San Jose,685000.0,2.0,2.0,SAN JOSE,1219.0,1940.0,562.0
San Jose,1125000.0,3.0,2.0,SAN JOSE,1377.0,1976.0,817.0
San Jose,2100000.0,3.0,3.0,SAN JOSE,2159.0,2002.0,973.0
San Jose,850000.0,2.0,2.0,SAN JOSE,1582.0,1991.0,537.0
San Jose,1065000.0,4.0,2.0,SAN JOSE,2009.0,1974.0,530.0
San Jose,975000.0,2.0,1.0,SAN JOSE,1319.0,1949.0,739.0
San Jose,1155000.0,3.0,2.0,SAN JOSE,1671.0,2014.0,691.0
San Jose,1750000.0,4.0,2.0,SAN JOSE,1823.0,1968.0,960.0
San Jose,395000.0,1.0,1.0,SAN JOSE,744.0,1985.0,531.0
San Jose,1520000.0,5.0,3.0,SAN JOSE,2563.0,1972.0,593.0
San Jose,1299999.0,3.0,2.0,SAN JOSE,1938.0,1954.0,671.0
San Jose,1100000.0,4.0,2.0,SAN JOSE,2000.0,1976.0,550.0
San Jose,1500000.0,4.0,2.0,SAN JOSE,1984.0,1963.0,756.0
San Jose,1180000.0,4.0,2.0,SAN JOSE,1400.0,1958.0,843.0
San Jose,590000.0,2.0,1.0,SAN JOSE,1099.0,1970.0,537.0
San Jose,1415000.0,4.0,2.0,SAN JOSE,1517.0,1963.0,933.0
San Jose,372000.0,3.0,2.0,SAN JOSE,1200.0,1999.0,310.0
San Jose,1800000.0,3.0,1.0,SAN JOSE,1568.0,1950.0,1148.0
San Jose,778888.0,1.0,1.0,SAN JOSE,975.0,2008.0,799.0
San Jose,1350000.0,4.0,2.0,SAN JOSE,1502.0,1959.0,899.0
San Jose,710000.0,2.0,2.0,SAN JOSE,995.0,1985.0,714.0
San Jose,1100000.0,3.0,2.0,SAN JOSE,1943.0,1955.0,566.0
San Jose,1068000.0,4.0,2.0,San Jose,1234.0,1973.0,865.0
San Jose,775000.0,2.0,1.0,SAN JOSE,720.0,1956.0,1076.0
San Jose,1485000.0,4.0,3.0,SAN JOSE,1736.0,1961.0,855.0
San Jose,1400000.0,3.0,2.0,SAN JOSE,1287.0,1955.0,1088.0
San Jose,1900000.0,3.0,2.0,SAN JOSE,1551.0,1959.0,1225.0
San Jose,1150000.0,3.0,1.0,SAN JOSE,1484.0,1937.0,775.0
San Jose,850000.0,2.0,2.0,SAN JOSE,1293.0,1999.0,657.0
San Jose,1035000.0,3.0,2.0,SAN JOSE,1152.0,1978.0,898.0
San Jose,1230000.0,3.0,2.0,SAN JOSE,1372.0,1912.0,897.0
San Jose,1252922.0,3.0,2.0,W.San Jose,1661.0,2022.0,754.0
San Jose,1100000.0,3.0,1.0,SAN JOSE,1040.0,1950.0,1058.0
San Jose,860000.0,3.0,2.0,San Jose,1640.0,1959.0,524.0
San Jose,1450000.0,4.0,2.0,SAN JOSE,1496.0,1969.0,969.0
Campbell,2200000.0,3.0,2.0,CAMPBELL,2011.0,1951.0,1094.0
San Jose,1570000.0,3.0,2.0,SJOS - San Jose,1889.0,1953.0,831.0
San Jose,805000.0,3.0,2.0,San Jose,1118.0,1951.0,720.0
Milpitas,1295000.0,3.0,3.0,MILPITAS,1981.0,2017.0,654.0
San Jose,840000.0,4.0,3.0,Central San Jose,1607.0,1959.0,523.0
San Jose,1285000.0,4.0,2.0,SAN JOSE,1495.0,1968.0,860.0
San Jose,1200000.0,3.0,2.0,SAN JOSE,1512.0,1970.0,794.0
San Jose,730000.0,4.0,2.0,Meadow Lanes,1241.0,1959.0,588.0
San Jose,490000.0,1.0,1.0,SAN JOSE,650.0,1985.0,754.0
San Jose,1200000.0,4.0,2.0,SAN JOSE,1864.0,1974.0,644.0
San Jose,1056500.0,3.0,1.0,SAN JOSE,1053.0,1950.0,1003.0
San Jose,1550000.0,3.0,2.0,SAN JOSE,2035.0,1968.0,762.0
San Jose,1288000.0,4.0,2.0,SAN JOSE,1630.0,1976.0,790.0
San Jose,663000.0,2.0,2.0,SAN JOSE,988.0,1984.0,671.0
San Jose,840000.0,2.0,2.0,SAN JOSE,1217.0,1985.0,690.0
San Jose,905000.0,3.0,2.0,SAN JOSE,1407.0,2004.0,643.0
San Jose,1355000.0,3.0,2.0,SAN JOSE,1450.0,1925.0,934.0
San Jose,650000.0,2.0,1.0,SAN JOSE,904.0,1985.0,719.0
San Jose,1320000.0,4.0,2.0,SAN JOSE,1463.0,1967.0,902.0
Campbell,1500000.0,3.0,2.0,CAMPBELL,1542.0,1959.0,973.0
San Jose,2400000.0,5.0,3.0,SAN JOSE,2565.0,1994.0,936.0
San Jose,1535000.0,4.0,2.0,SAN JOSE,1555.0,1960.0,987.0
San Jose,1450000.0,3.0,3.0,SAN JOSE,1909.0,1996.0,760.0
San Jose,840000.0,4.0,2.0,SAN JOSE,1354.0,1955.0,620.0
San Jose,1200000.0,3.0,1.0,SAN JOSE,1050.0,1950.0,1143.0
San Jose,1415000.0,4.0,2.0,SAN JOSE,1971.0,1973.0,718.0
San Jose,792000.0,2.0,2.0,SAN JOSE,1050.0,1988.0,754.0
San Jose,900000.0,4.0,1.0,SAN JOSE,1046.0,1986.0,860.0
San Jose,1265000.0,4.0,2.0,SAN JOSE,1646.0,1972.0,769.0
San Jose,1210000.0,3.0,2.0,SAN JOSE,1120.0,1972.0,1080.0
San Jose,1275000.0,3.0,2.0,SAN JOSE,1502.0,1986.0,849.0
San Jose,800000.0,3.0,1.0,San Jose,1200.0,1955.0,667.0
San Jose,1450000.0,2.0,1.0,SAN JOSE,1176.0,1950.0,1233.0
San Jose,2085000.0,3.0,2.0,SAN JOSE,2192.0,1961.0,951.0
San Jose,1175000.0,4.0,2.0,SAN JOSE,2199.0,2006.0,534.0
San Jose,580000.0,2.0,2.0,San Jose,1020.0,1989.0,569.0
San Jose,1250000.0,2.0,1.0,SAN JOSE,1241.0,1921.0,1007.0
San Jose,1210000.0,2.0,2.0,SAN JOSE,1362.0,1987.0,888.0
San Jose,870000.0,2.0,2.0,SAN JOSE,1265.0,2005.0,688.0
San Jose,1180000.0,3.0,3.0,SAN JOSE,1587.0,2013.0,744.0
San Jose,1565000.0,4.0,2.0,SAN JOSE,2050.0,1956.0,763.0
San Jose,2210000.0,4.0,2.0,SAN JOSE,2347.0,1964.0,942.0
San Jose,1800000.0,5.0,3.0,SAN JOSE,2595.0,1999.0,694.0
San Jose,555000.0,2.0,2.0,SAN JOSE,922.0,1988.0,602.0
San Jose,1355000.0,3.0,2.0,SAN JOSE,1692.0,1961.0,801.0
San Jose,2800000.0,5.0,3.0,SAN JOSE,3144.0,2010.0,891.0
San Jose,1220000.0,3.0,2.0,SAN JOSE,1393.0,1969.0,876.0
San Jose,345000.0,3.0,2.0,SAN JOSE,1440.0,1999.0,240.0
Campbell,1570000.0,3.0,2.0,CAMPBELL,1276.0,1961.0,1230.0
San Jose,830000.0,2.0,2.0,SAN JOSE,1255.0,1986.0,661.0
Campbell,618000.0,1.0,1.0,CAMPBELL,736.0,1984.0,840.0
San Jose,1755000.0,5.0,3.0,SAN JOSE,2563.0,2001.0,685.0
San Jose,1435000.0,4.0,2.0,SAN JOSE,1523.0,1961.0,942.0
San Jose,1100000.0,3.0,2.0,SAN JOSE,1321.0,1973.0,833.0
San Jose,2538000.0,4.0,2.0,SAN JOSE,2247.0,1960.0,1130.0
Campbell,1625000.0,4.0,2.0,CAMPBELL,1290.0,1962.0,1260.0
San Jose,2360000.0,5.0,3.0,SAN JOSE,2904.0,1999.0,813.0
San Jose,901000.0,3.0,2.0,SAN JOSE,1242.0,1961.0,725.0
San Jose,1350000.0,4.0,2.0,SAN JOSE,2008.0,1967.0,672.0
San Jose,990000.0,3.0,2.0,SAN JOSE,1531.0,1977.0,647.0
San Jose,359900.0,3.0,2.0,SAN JOSE,1440.0,1998.0,250.0
San Jose,1300000.0,3.0,3.0,SAN JOSE,1851.0,2014.0,702.0
San Jose,645000.0,2.0,1.0,SAN JOSE,903.0,1973.0,714.0
San Jose,1235000.0,4.0,2.0,SAN JOSE,1400.0,1963.0,882.0
San Jose,700000.0,3.0,2.0,SAN JOSE,1719.0,1898.0,407.0
San Jose,965000.0,3.0,2.0,SAN JOSE,1622.0,1981.0,595.0
San Jose,1100000.0,3.0,2.0,SAN JOSE,1442.0,1973.0,763.0
Milpitas,1060000.0,3.0,3.0,MILPITAS,1472.0,2009.0,720.0
San Jose,1500000.0,3.0,2.0,SAN JOSE,1391.0,1959.0,1078.0
San Jose,1220000.0,3.0,2.0,SAN JOSE,1686.0,1968.0,724.0
San Jose,645000.0,2.0,2.0,San Jose,997.0,1982.0,647.0
San Jose,1465000.0,3.0,2.0,SAN JOSE,1320.0,1961.0,1110.0
San Jose,1810000.0,4.0,2.0,SAN JOSE,1908.0,1964.0,949.0
San Jose,1390000.0,3.0,1.0,SAN JOSE,1240.0,1950.0,1121.0
San Jose,615000.0,1.0,1.0,SAN JOSE,830.0,2019.0,741.0
San Jose,1080000.0,3.0,2.0,W.San Jose,1623.0,2022.0,665.0
San Jose,1710000.0,4.0,2.0,SAN JOSE,1511.0,1964.0,1132.0
San Jose,1450000.0,3.0,2.0,SAN JOSE,1395.0,1957.0,1039.0
San Jose,1810000.0,3.0,2.0,SAN JOSE,1474.0,1958.0,1228.0
San Jose,2605000.0,3.0,2.0,SAN JOSE,1408.0,1957.0,1850.0
San Jose,750000.0,3.0,1.0,SAN JOSE,948.0,1959.0,791.0
San Jose,1420000.0,4.0,2.0,SAN JOSE,1816.0,1984.0,782.0
San Jose,1100000.0,3.0,2.0,SAN JOSE,1512.0,2002.0,728.0
San Jose,2050000.0,5.0,2.0,SAN JOSE,2474.0,1962.0,829.0
San Jose,2050000.0,3.0,2.0,SAN JOSE,1349.0,1952.0,1520.0
San Jose,1330000.0,4.0,2.0,SAN JOSE,1248.0,1956.0,1066.0
San Jose,1150000.0,3.0,2.0,San Jose,1729.0,1953.0,665.0
San Jose,2330000.0,3.0,2.0,SAN JOSE,1252.0,1960.0,1861.0
San Jose,530000.0,2.0,1.0,SAN JOSE,840.0,1963.0,631.0
San Jose,1625000.0,3.0,3.0,SAN JOSE,1636.0,1950.0,993.0
San Jose,1078000.0,3.0,2.0,SAN JOSE,1727.0,2009.0,624.0
San Jose,2100000.0,3.0,2.0,SAN JOSE,2351.0,1952.0,893.0
San Jose,800000.0,3.0,2.0,SAN JOSE,1209.0,1965.0,662.0
San Jose,1000000.0,3.0,1.0,SAN JOSE,1240.0,1970.0,806.0
San Jose,1998888.0,3.0,2.0,SAN JOSE,1868.0,1960.0,1070.0
San Jose,365500.0,2.0,2.0,SAN JOSE,1368.0,1975.0,267.0
San Jose,540000.0,2.0,2.0,SAN JOSE,950.0,1979.0,568.0
San Jose,955000.0,2.0,2.0,SAN JOSE,1129.0,2011.0,846.0
San Jose,1998000.0,6.0,3.0,SAN JOSE,2632.0,1957.0,759.0
San Jose,1370000.0,4.0,2.0,SAN JOSE,1683.0,1968.0,814.0
Cupertino,3225000.0,5.0,4.0,CUPERTINO,2395.0,2015.0,1347.0
San Jose,1588000.0,4.0,2.0,SAN JOSE,1560.0,1969.0,1018.0
San Jose,585000.0,1.0,1.0,SAN JOSE,831.0,2005.0,704.0
San Jose,1010007.0,3.0,1.0,SAN JOSE,1037.0,1962.0,974.0
San Jose,1433161.0,3.0,2.0,W.San Jose,1922.0,2022.0,746.0
San Jose,1340000.0,4.0,2.0,San Jose,1502.0,1959.0,892.0
San Jose,2400000.0,5.0,4.0,SAN JOSE,3142.0,1950.0,764.0
San Jose,630000.0,2.0,1.0,SAN JOSE,904.0,1985.0,697.0
San Jose,2380000.0,5.0,3.0,SAN JOSE,2797.0,1997.0,851.0
San Jose,2050000.0,4.0,2.0,SAN JOSE,1598.0,1958.0,1283.0
San Jose,968000.0,2.0,2.0,SAN JOSE,1127.0,2006.0,859.0
San Jose,1100000.0,3.0,2.0,SAN JOSE,1260.0,1966.0,873.0
San Jose,1018880.0,3.0,3.0,San Jose,1512.0,1999.0,674.0
San Jose,1200000.0,3.0,2.0,SAN JOSE,1686.0,1968.0,712.0
San Jose,245000.0,2.0,2.0,SAN JOSE,1000.0,1980.0,245.0
San Jose,2850000.0,4.0,3.0,SAN JOSE,1770.0,1968.0,1610.0
San Jose,1830000.0,3.0,2.0,SAN JOSE,1814.0,1997.0,1009.0
San Jose,1065000.0,3.0,3.0,SAN JOSE,1489.0,2013.0,715.0
San Jose,1350060.0,3.0,2.0,W.San Jose,1922.0,2022.0,702.0
San Jose,620000.0,2.0,2.0,SAN JOSE,871.0,1986.0,712.0
San Jose,906000.0,2.0,1.0,Bradley Manor,1008.0,1947.0,899.0
San Jose,941000.0,3.0,2.0,SAN JOSE,1286.0,1971.0,732.0
San Jose,1130000.0,4.0,3.0,SAN JOSE,1568.0,1996.0,721.0
San Jose,1575000.0,4.0,3.0,SAN JOSE,2556.0,1981.0,616.0
San Jose,310000.0,3.0,2.0,SAN JOSE,1536.0,1977.0,202.0
San Jose,1460000.0,3.0,2.0,SAN JOSE,1524.0,1958.0,958.0
Campbell,996000.0,3.0,2.0,CAMPBELL,1359.0,1984.0,733.0
San Jose,1220000.0,3.0,2.0,SAN JOSE,1246.0,2006.0,979.0
San Jose,725000.0,2.0,2.0,SAN JOSE,1060.0,1987.0,684.0
San Jose,1260000.0,3.0,2.0,SAN JOSE,1847.0,1977.0,682.0
San Jose,1351000.0,3.0,2.0,SAN JOSE,2008.0,1974.0,673.0
Campbell,1020000.0,2.0,2.0,CAMPBELL,1280.0,1981.0,797.0
San Jose,1120000.0,3.0,2.0,SAN JOSE,1449.0,1968.0,773.0
San Jose,1779000.0,4.0,2.0,SAN JOSE,1628.0,1960.0,1093.0
San Jose,660000.0,2.0,1.0,Blossom Valley,988.0,1984.0,668.0
San Jose,1825000.0,5.0,2.0,SAN JOSE,1875.0,1955.0,973.0
San Jose,1235500.0,3.0,3.0,SAN JOSE,1393.0,1987.0,887.0
San Jose,1005000.0,4.0,2.0,SAN JOSE,1452.0,1976.0,692.0
San Jose,2180000.0,3.0,3.0,SAN JOSE,2114.0,1939.0,1031.0
San Jose,821000.0,2.0,2.0,SAN JOSE,1050.0,1988.0,782.0
San Jose,1400000.0,4.0,2.0,SAN JOSE,1820.0,1968.0,769.0
San Jose,1100000.0,2.0,1.0,SAN JOSE,932.0,1946.0,1180.0
San Jose,1225000.0,4.0,2.0,SAN JOSE,1732.0,1976.0,707.0
